order_id,customer_id,customer_name,city,category,product_name,unit_price,quantity,discount_percent,payment_method,order_status,order_timestamp
ORD-100602,CUST-1012,Michael Scott,New York,Electronics,4K Monitor,306.02,1,0.15,PayPal,RETURNED,2025-09-28 05:16:25
ORD-100603,CUST-1015,Pam Beesly,Singapore,Home & Kitchen,Cookware Set,293.1,4,0.0,Credit Card,COMPLETED,2025-12-26 04:28:59
ORD-100604,CUST-1007,Hannah Abbott,Tokyo,Clothing,Hooded Sweatshirt,34.46,1,0.15,PayPal,COMPLETED,2025-05-06 13:36:51
ORD-100605,CUST-1014,Oscar Martinez,,Home & Kitchen,Air Fryer,163.07,1,0.1,Debit Card,COMPLETED,2025-03-21 01:04:38
ORD-100606,CUST-1001,Bob Jones,Berlin,Electronics,Laptop,525.85,3,0.0,UPI / Digital Wallet,COMPLETED,2025-02-08 11:59:37
ORD-100607,CUST-1013,Nora Jones,Sydney,Home & Kitchen,Cookware Set,33.46,2,0.0,Credit Card,PENDING,2025-02-24 02:16:30
ORD-100608,CUST-1015,Pam Beesly,Toronto,Home & Kitchen,Blender,81.24,2,0.15,UPI / Digital Wallet,RETURNED,2025-03-12 17:10:53
ORD-100609,CUST-1006,George Clark,Paris,Books,Cookbook,17.67,1,0.25,Apple Pay,RETURNED,2025-12-31 02:41:53
ORD-100610,CUST-1004,Evan Wright,San Francisco,Electronics,Bluetooth Speaker,711.68,1,0.2,Debit Card,COMPLETED,2025-09-23 14:56:43
ORD-100611,CUST-1018,,Toronto,Books,Economics 101,31.5,1,0.15,Credit Card,RETURNED,2025-06-19 01:46:18
ORD-100612,CUST-1009,Julia Roberts,Berlin,Sports & Outdoors,Bicycle Helmet,84.75,2,0.05,Apple Pay,COMPLETED,2025-02-25 11:00:34
ORD-100613,CUST-1019,Tony Stark,London,Clothing,Sneakers,52.63,2,0.25,PayPal,COMPLETED,2025-01-23 11:14:32
ORD-100614,CUST-1012,Michael Scott,Berlin,Home & Kitchen,Espresso Machine,313.61,1,0.0,PayPal,PENDING,2025-08-17 19:35:55
ORD-100615,CUST-1005,Fiona Gallagher,Sydney,Sports & Outdoors,Dumbbell Set,42.82,1,0.15,PayPal,CANCELLED,2025-08-28 16:50:06
ORD-100616,CUST-1002,Charlie Brown,San Francisco,Electronics,Bluetooth Speaker,553.25,2,0.1,Credit Card,COMPLETED,2025-03-24 04:40:38
ORD-100617,CUST-1001,Bob Jones,Paris,Books,Sci-Fi Novel,43.75,1,0.0,UPI / Digital Wallet,COMPLETED,2025-01-14 17:55:37
ORD-100618,CUST-1003,Diana Prince,Sydney,Books,Data Engineering Handbook,34.32,2,0.1,Apple Pay,RETURNED,2025-12-17 16:52:00
ORD-100619,CUST-1016,Quentin Tarantino,Mumbai,Home & Kitchen,Blender,83.34,3,0.05,UPI / Digital Wallet,RETURNED,2025-08-10 17:14:12
ORD-100620,CUST-1012,Michael Scott,Mumbai,Sports & Outdoors,Hiking Backpack,64.38,1,0.25,Debit Card,PENDING,2025-04-01 16:47:35
ORD-100621,CUST-1019,Tony Stark,San Francisco,Sports & Outdoors,Yoga Mat,55.15,1,0.05,UPI / Digital Wallet,COMPLETED,2025-08-12 19:58:18
ORD-100622,CUST-1003,Diana Prince,Mumbai,Home & Kitchen,Blender,271.39,1,0.25,UPI / Digital Wallet,CANCELLED,2025-12-26 18:47:42
ORD-100623,CUST-1000,,Mumbai,Home & Kitchen,Blender,208.5,1,0.1,UPI / Digital Wallet,COMPLETED,2025-01-29 20:30:25
ORD-100624,CUST-1000,Alice Smith,Singapore,Home & Kitchen,Vacuum Cleaner,202.8,2,0.1,Apple Pay,CANCELLED,2025-04-10 02:29:54
ORD-100625,CUST-1019,Tony Stark,New York,Electronics,Laptop,120.75,5,0.0,UPI / Digital Wallet,COMPLETED,2025-07-15 00:43:18
ORD-100626,CUST-1006,George Clark,Paris,Home & Kitchen,Toaster,82.88,3,0.2,PayPal,COMPLETED,2025-05-04 15:28:55
ORD-100627,CUST-1011,Laura Croft,New York,Clothing,Hooded Sweatshirt,15.34,2,0.25,Debit Card,CANCELLED,2025-03-07 01:40:33
ORD-100628,CUST-1005,,Toronto,Sports & Outdoors,Bicycle Helmet,243.56,1,0.1,UPI / Digital Wallet,PENDING,2025-01-05 23:34:11
ORD-100629,CUST-1004,Evan Wright,Tokyo,Home & Kitchen,Vacuum Cleaner,25.84,5,0.1,Credit Card,COMPLETED,2025-02-05 02:56:07
ORD-100630,CUST-1002,Charlie Brown,New York,Home & Kitchen,Cookware Set,285.32,1,0.2,Apple Pay,RETURNED,2025-04-18 00:17:24
ORD-100631,CUST-1010,Kevin Bacon,New York,Sports & Outdoors,Dumbbell Set,171.18,2,0.15,Debit Card,COMPLETED,2025-10-01 01:20:03
ORD-100632,CUST-1018,Steve Rogers,London,Books,Data Engineering Handbook,17.52,3,0.15,UPI / Digital Wallet,COMPLETED,2025-05-02 19:49:16
ORD-100633,CUST-1014,Oscar Martinez,Sydney,Electronics,4K Monitor,837.64,1,0.15,PayPal,COMPLETED,2025-03-07 22:23:06
ORD-100634,CUST-1000,Alice Smith,Berlin,Electronics,Laptop,697.91,1,0.0,Apple Pay,CANCELLED,2025-11-24 02:03:47
ORD-100635,CUST-1001,Bob Jones,Singapore,Sports & Outdoors,Dumbbell Set,170.15,1,0.25,Debit Card,PENDING,2025-12-15 20:18:45
ORD-100636,CUST-1015,Pam Beesly,Berlin,Clothing,Running Shoes,42.61,1,0.1,UPI / Digital Wallet,COMPLETED,2025-12-20 22:02:56
ORD-100637,CUST-1015,Pam Beesly,Tokyo,Home & Kitchen,Cookware Set,171.36,1,0.2,Debit Card,PENDING,2025-12-04 02:53:39
ORD-100638,CUST-1003,Diana Prince,Paris,Electronics,Bluetooth Speaker,661.93,3,0.25,UPI / Digital Wallet,PENDING,2025-01-03 06:33:27
ORD-100639,CUST-1016,Quentin Tarantino,Mumbai,Clothing,Winter Jacket,34.84,1,0.2,Credit Card,RETURNED,2025-09-02 23:35:29
ORD-100640,CUST-1002,Charlie Brown,Berlin,Electronics,Bluetooth Speaker,978.55,3,0.1,PayPal,RETURNED,2025-09-24 16:04:35
ORD-100641,CUST-1000,Alice Smith,Sydney,Sports & Outdoors,Camping Tent,54.19,2,0.1,Debit Card,COMPLETED,2025-08-30 16:59:51
ORD-100642,CUST-1003,Diana Prince,Sydney,Books,Economics 101,33.35,2,0.0,Debit Card,RETURNED,2025-08-19 07:12:32
ORD-100643,CUST-1000,Alice Smith,Mumbai,Clothing,Denim Jeans,42.85,1,0.15,PayPal,COMPLETED,2025-10-05 11:12:06
ORD-100644,CUST-1004,Evan Wright,New York,Home & Kitchen,Toaster,52.7,1,0.0,Debit Card,COMPLETED,2025-08-23 13:22:41
ORD-100645,CUST-1016,Quentin Tarantino,San Francisco,Sports & Outdoors,Bicycle Helmet,97.5,1,0.25,Apple Pay,RETURNED,2025-09-17 00:02:30
ORD-100646,CUST-1009,Julia Roberts,Mumbai,Clothing,Denim Jeans,52.67,1,0.15,PayPal,CANCELLED,2025-04-12 14:42:37
ORD-100647,CUST-1009,Julia Roberts,Singapore,Electronics,4K Monitor,642.48,1,0.15,Credit Card,COMPLETED,2025-06-11 23:18:04
ORD-100648,CUST-1007,Hannah Abbott,Berlin,Home & Kitchen,Vacuum Cleaner,217.06,4,0.05,Debit Card,COMPLETED,2025-02-06 09:07:43
ORD-100649,CUST-1009,Julia Roberts,San Francisco,Books,Cookbook,21.78,1,0.25,UPI / Digital Wallet,COMPLETED,2025-04-14 19:24:24
ORD-100650,CUST-1004,Evan Wright,New York,Clothing,Running Shoes,86.29,1,0.2,PayPal,COMPLETED,2025-02-14 06:00:40
ORD-100651,CUST-1016,Quentin Tarantino,Mumbai,Home & Kitchen,Espresso Machine,189.23,3,0.0,UPI / Digital Wallet,COMPLETED,2025-09-12 15:06:04
ORD-100652,CUST-1006,,Toronto,Books,Economics 101,17.52,2,0.25,Apple Pay,PENDING,2025-07-26 05:27:44
ORD-100653,CUST-1002,Charlie Brown,London,Books,History of Computing,40.63,2,0.2,UPI / Digital Wallet,COMPLETED,2025-04-05 02:26:58
ORD-100654,CUST-1004,Evan Wright,London,Books,Data Engineering Handbook,12.87,1,0.25,Apple Pay,CANCELLED,2025-05-02 14:43:47
ORD-100655,CUST-1018,Steve Rogers,London,Home & Kitchen,Air Fryer,189.19,2,0.1,Credit Card,COMPLETED,2025-05-18 10:30:06
ORD-100656,CUST-1009,Julia Roberts,Paris,Electronics,Smartphone,747.6,3,0.2,PayPal,COMPLETED,2025-07-23 15:31:12
ORD-100657,CUST-1014,Oscar Martinez,San Francisco,Home & Kitchen,Cookware Set,198.38,1,0.05,Debit Card,COMPLETED,2025-03-09 19:28:04
ORD-100658,CUST-1003,Diana Prince,London,Sports & Outdoors,Water Bottle,167.8,1,0.15,PayPal,CANCELLED,2025-11-15 21:57:11
ORD-100659,CUST-1001,Bob Jones,San Francisco,Books,Cookbook,23.42,2,0.2,Apple Pay,RETURNED,2025-01-21 23:26:37
ORD-100660,CUST-1009,Julia Roberts,New York,Electronics,Bluetooth Speaker,696.92,4,0.1,PayPal,COMPLETED,2025-03-28 19:42:59
ORD-100661,CUST-1004,Evan Wright,London,Books,Cookbook,39.47,2,0.2,Apple Pay,COMPLETED,2025-09-17 19:44:57
ORD-100662,CUST-1017,Rachel Green,Tokyo,Clothing,Running Shoes,107.7,1,0.0,Credit Card,RETURNED,2025-05-22 09:31:03
ORD-100663,CUST-1004,Evan Wright,Sydney,Electronics,Wireless Headphones,131.38,2,0.1,Debit Card,COMPLETED,2025-03-20 16:55:17
ORD-100664,CUST-1011,Laura Croft,Toronto,Clothing,Winter Jacket,115.15,1,0.05,UPI / Digital Wallet,COMPLETED,2025-02-06 21:14:22
ORD-100665,CUST-1011,Laura Croft,Tokyo,Home & Kitchen,Air Fryer,243.55,1,0.1,Apple Pay,COMPLETED,2025-06-14 03:47:28
ORD-100666,CUST-1012,Michael Scott,Paris,Clothing,Running Shoes,98.47,2,0.15,UPI / Digital Wallet,COMPLETED,2025-07-30 00:30:33
ORD-100667,CUST-1015,Pam Beesly,New York,Home & Kitchen,Cookware Set,158.18,1,0.15,PayPal,CANCELLED,2025-05-17 08:49:44
ORD-100668,CUST-1013,Nora Jones,Berlin,Electronics,Smartphone,424.85,4,0.2,Debit Card,COMPLETED,2025-12-27 20:57:16
ORD-100669,CUST-1004,Evan Wright,Berlin,Electronics,Smartphone,391.42,-1,0.0,Apple Pay,PENDING,2025-10-04 19:16:06
ORD-100670,CUST-1010,Kevin Bacon,Singapore,Books,Sci-Fi Novel,8.18,2,0.2,PayPal,PENDING,2025-09-12 20:47:45
ORD-100671,CUST-1005,Fiona Gallagher,Berlin,Electronics,Smartphone,816.8,4,0.05,Credit Card,CANCELLED,2025-04-03 09:00:20
ORD-100672,CUST-1017,Rachel Green,Paris,Sports & Outdoors,Dumbbell Set,112.48,1,0.05,UPI / Digital Wallet,COMPLETED,2025-05-13 23:15:04
ORD-100673,CUST-1012,Michael Scott,Paris,Home & Kitchen,Cookware Set,232.09,1,0.25,Credit Card,PENDING,2025-10-12 11:17:52
ORD-100674,CUST-1017,Rachel Green,Mumbai,Books,History of Computing,38.55,1,0.1,UPI / Digital Wallet,COMPLETED,2025-04-18 03:18:17
ORD-100675,CUST-1007,Hannah Abbott,Tokyo,Sports & Outdoors,Dumbbell Set,221.11,2,0.15,PayPal,PENDING,2025-11-09 20:16:27
ORD-100676,CUST-1019,Tony Stark,Toronto,Books,Economics 101,17.34,1,0.15,UPI / Digital Wallet,PENDING,2025-08-30 05:11:30
ORD-100677,CUST-1019,Tony Stark,Paris,Home & Kitchen,Air Fryer,104.28,2,0.2,PayPal,CANCELLED,2025-12-12 02:23:14
ORD-100678,CUST-1014,Oscar Martinez,Sydney,Clothing,Winter Jacket,126.57,4,0.05,Debit Card,RETURNED,2025-01-07 17:57:11
ORD-100679,CUST-1013,Nora Jones,Singapore,Home & Kitchen,Toaster,230.92,2,0.2,Debit Card,COMPLETED,2025-07-26 17:24:48
ORD-100680,CUST-1004,Evan Wright,Toronto,Books,Data Engineering Handbook,41.92,2,0.1,PayPal,COMPLETED,2025-12-11 23:02:51
ORD-100681,CUST-1019,Tony Stark,New York,Home & Kitchen,Cookware Set,142.49,1,0.2,Debit Card,COMPLETED,2025-06-30 13:19:14
ORD-100682,CUST-1019,Tony Stark,San Francisco,Home & Kitchen,Air Fryer,295.81,4,0.0,Debit Card,COMPLETED,2025-09-24 04:22:23
ORD-100683,CUST-1001,Bob Jones,New York,Books,Sci-Fi Novel,33.56,3,0.1,Credit Card,COMPLETED,2025-02-12 19:09:45
ORD-100684,CUST-1016,Quentin Tarantino,Mumbai,Home & Kitchen,Espresso Machine,182.62,3,0.0,Apple Pay,PENDING,2025-12-07 16:42:13
ORD-100685,CUST-1015,Pam Beesly,Mumbai,Books,History of Computing,28.62,2,0.05,PayPal,COMPLETED,2025-09-14 06:59:05
ORD-100686,CUST-1013,Nora Jones,San Francisco,Electronics,Bluetooth Speaker,437.83,1,0.0,PayPal,COMPLETED,2025-03-01 05:55:44
ORD-100687,CUST-1009,Julia Roberts,New York,Home & Kitchen,Toaster,201.05,1,0.05,PayPal,PENDING,2025-11-18 04:36:19
ORD-100688,CUST-1008,Ian Malcolm,London,Sports & Outdoors,Hiking Backpack,34.98,1,0.25,PayPal,COMPLETED,2025-02-10 11:50:06
ORD-100689,CUST-1019,Tony Stark,Toronto,Electronics,Wireless Headphones,274.81,1,0.2,Debit Card,CANCELLED,2025-01-03 00:42:29
ORD-100690,CUST-1015,Pam Beesly,San Francisco,Sports & Outdoors,Bicycle Helmet,83.16,1,0.15,UPI / Digital Wallet,COMPLETED,2025-08-10 11:24:41
ORD-100691,CUST-1004,Evan Wright,London,Clothing,Cotton T-Shirt,22.21,1,0.05,Apple Pay,COMPLETED,2025-03-02 11:11:25
ORD-100692,CUST-1006,George Clark,Paris,Books,Biography,32.45,1,0.2,PayPal,COMPLETED,2025-09-06 11:10:04
ORD-100693,CUST-1001,Bob Jones,Paris,Electronics,Wireless Headphones,900.29,2,0.1,Credit Card,COMPLETED,2025-03-23 00:37:29
ORD-100694,CUST-1012,Michael Scott,Sydney,Clothing,Cotton T-Shirt,58.67,3,0.05,UPI / Digital Wallet,PENDING,2025-09-23 08:36:04
ORD-100695,CUST-1001,Bob Jones,Tokyo,Electronics,Wireless Headphones,283.66,1,0.1,PayPal,COMPLETED,2025-03-17 04:04:32
ORD-100696,CUST-1003,Diana Prince,Paris,Books,Cookbook,12.66,2,0.05,PayPal,PENDING,2025-09-22 09:20:35
ORD-100697,CUST-1000,Alice Smith,,Sports & Outdoors,Bicycle Helmet,31.06,1,0.1,Apple Pay,PENDING,2025-02-18 11:56:39
ORD-100698,CUST-1010,Kevin Bacon,San Francisco,Electronics,Smartphone,587.87,1,0.15,Apple Pay,PENDING,2025-01-17 03:18:08
ORD-100699,CUST-1005,Fiona Gallagher,Sydney,Clothing,Denim Jeans,35.47,1,0.1,Debit Card,COMPLETED,2025-06-30 20:16:23
ORD-100700,CUST-1009,Julia Roberts,Singapore,Electronics,Smartwatch,592.29,1,0.05,Debit Card,COMPLETED,2025-05-22 07:58:14
ORD-100701,CUST-1003,Diana Prince,Berlin,Electronics,Laptop,869.99,2,0.25,Apple Pay,COMPLETED,2025-01-09 21:24:51
ORD-100702,CUST-1001,Bob Jones,Berlin,Home & Kitchen,Air Fryer,199.35,3,0.0,PayPal,RETURNED,2025-08-06 16:32:47
ORD-100703,CUST-1009,Julia Roberts,London,Books,Biography,15.43,1,0.25,Debit Card,COMPLETED,2025-05-23 03:41:37
ORD-100704,CUST-1003,Diana Prince,Singapore,Clothing,Running Shoes,87.8,1,0.1,Credit Card,COMPLETED,2025-01-10 19:10:46
ORD-100705,CUST-1004,Evan Wright,Singapore,Electronics,Smartwatch,126.27,1,0.1,UPI / Digital Wallet,COMPLETED,2025-09-17 14:26:26
ORD-100706,CUST-1007,Hannah Abbott,New York,Books,Economics 101,24.73,2,0.15,PayPal,COMPLETED,2025-07-10 17:47:19
ORD-100707,CUST-1000,Alice Smith,Toronto,Sports & Outdoors,Hiking Backpack,55.24,1,0.05,Credit Card,COMPLETED,2025-01-28 23:15:28
ORD-100708,CUST-1006,George Clark,Singapore,Clothing,Running Shoes,103.65,2,0.1,UPI / Digital Wallet,CANCELLED,2025-07-26 22:36:00
ORD-100709,CUST-1012,Michael Scott,London,Home & Kitchen,Espresso Machine,152.06,1,0.25,Debit Card,COMPLETED,2025-06-16 04:43:21
ORD-100710,CUST-1017,Rachel Green,New York,Home & Kitchen,Toaster,146.44,4,0.25,Debit Card,COMPLETED,2025-01-12 16:23:34
ORD-100711,CUST-1011,Laura Croft,Singapore,Books,Data Engineering Handbook,29.27,1,0.15,Debit Card,COMPLETED,2025-09-15 07:40:59
ORD-100712,CUST-1004,Evan Wright,San Francisco,Home & Kitchen,Air Fryer,226.3,3,0.1,Apple Pay,COMPLETED,2025-04-19 14:58:29
ORD-100713,CUST-1004,Evan Wright,Berlin,Clothing,Hooded Sweatshirt,117.11,2,0.15,PayPal,COMPLETED,2025-02-13 06:37:12
ORD-100714,CUST-1017,Rachel Green,San Francisco,Home & Kitchen,Toaster,228.9,2,0.15,Credit Card,RETURNED,2025-06-08 19:41:42
ORD-100715,CUST-1008,Ian Malcolm,Toronto,Home & Kitchen,Espresso Machine,219.87,1,0.25,Debit Card,CANCELLED,2025-07-01 13:45:01
ORD-100716,CUST-1000,Alice Smith,New York,Sports & Outdoors,Hiking Backpack,147.42,2,0.0,Credit Card,PENDING,2025-11-13 08:40:05
ORD-100717,CUST-1000,Alice Smith,London,Books,Biography,33.01,1,0.0,UPI / Digital Wallet,RETURNED,2025-10-25 03:01:28
ORD-100718,CUST-1001,Bob Jones,Singapore,Home & Kitchen,Blender,79.79,2,0.0,Apple Pay,COMPLETED,2025-04-22 00:49:09
ORD-100719,CUST-1001,Bob Jones,Paris,Clothing,Winter Jacket,45.66,2,0.0,Credit Card,CANCELLED,2025-04-02 12:11:44
ORD-100720,CUST-1010,Kevin Bacon,New York,Sports & Outdoors,Dumbbell Set,129.34,1,0.1,UPI / Digital Wallet,COMPLETED,2025-07-23 12:59:37
ORD-100721,CUST-1014,Oscar Martinez,Tokyo,Electronics,Smartwatch,1004.09,1,0.05,Credit Card,RETURNED,2025-03-20 06:34:44
ORD-100722,CUST-1007,Hannah Abbott,London,Electronics,Wireless Headphones,83.72,5,0.05,Debit Card,COMPLETED,2025-09-29 08:43:44
ORD-100723,CUST-1019,Tony Stark,Paris,Clothing,Hooded Sweatshirt,99.18,1,0.1,PayPal,CANCELLED,2025-07-29 04:47:36
ORD-100724,CUST-1001,,San Francisco,Home & Kitchen,Vacuum Cleaner,285.54,2,0.15,Apple Pay,COMPLETED,2025-09-21 01:20:23
ORD-100725,CUST-1009,Julia Roberts,Berlin,Home & Kitchen,Cookware Set,209.96,1,0.15,UPI / Digital Wallet,COMPLETED,2025-08-06 14:39:53
ORD-100726,CUST-1000,Alice Smith,Paris,Clothing,Cotton T-Shirt,106.29,1,0.05,Debit Card,COMPLETED,2025-08-23 11:16:53
ORD-100727,CUST-1007,Hannah Abbott,Toronto,Electronics,4K Monitor,50.38,1,0.2,PayPal,CANCELLED,2025-12-14 20:12:09
ORD-100728,CUST-1010,Kevin Bacon,Sydney,Electronics,Bluetooth Speaker,708.35,1,0.0,PayPal,COMPLETED,2025-11-02 10:19:11
ORD-100729,CUST-1000,Alice Smith,,Home & Kitchen,Toaster,35.11,1,0.2,PayPal,COMPLETED,2025-02-18 15:55:56
ORD-100730,CUST-1019,Tony Stark,Toronto,Books,Data Engineering Handbook,24.86,4,0.05,Credit Card,COMPLETED,2025-05-23 09:22:18
ORD-100731,CUST-1002,Charlie Brown,Paris,Home & Kitchen,Air Fryer,110.63,2,0.0,Debit Card,RETURNED,2025-10-09 01:18:50
ORD-100732,CUST-1002,Charlie Brown,London,Electronics,4K Monitor,908.47,1,0.1,Apple Pay,PENDING,2025-12-21 10:31:53
ORD-100733,CUST-1015,Pam Beesly,Sydney,Books,Sci-Fi Novel,33.61,2,0.15,Apple Pay,RETURNED,2025-06-27 12:27:14
ORD-100734,CUST-1005,Fiona Gallagher,Tokyo,Electronics,4K Monitor,936.85,1,0.15,Debit Card,RETURNED,2025-06-22 05:02:13
ORD-100735,CUST-1017,Rachel Green,Sydney,Clothing,Denim Jeans,18.88,5,0.1,Debit Card,COMPLETED,2025-11-02 09:00:20
ORD-100736,CUST-1012,Michael Scott,Singapore,Home & Kitchen,Espresso Machine,263.41,2,0.25,Credit Card,COMPLETED,2025-12-13 07:55:22
ORD-100737,CUST-1007,Hannah Abbott,San Francisco,Electronics,Bluetooth Speaker,240.72,3,0.1,Credit Card,PENDING,2025-10-11 02:56:17
ORD-100738,CUST-1002,Charlie Brown,Toronto,Electronics,Wireless Headphones,94.37,2,0.25,UPI / Digital Wallet,CANCELLED,2025-07-27 20:44:41
ORD-100739,CUST-1015,Pam Beesly,Sydney,Books,Data Engineering Handbook,43.02,1,0.25,UPI / Digital Wallet,COMPLETED,2025-03-20 03:27:11
ORD-100740,CUST-1004,Evan Wright,London,Clothing,Sneakers,135.17,2,0.25,Apple Pay,CANCELLED,2025-09-21 11:01:52
ORD-100741,CUST-1000,Alice Smith,Berlin,Electronics,Wireless Headphones,1072.6,1,0.05,Apple Pay,COMPLETED,2025-08-16 09:44:09
ORD-100742,CUST-1016,Quentin Tarantino,New York,Home & Kitchen,Vacuum Cleaner,304.87,2,0.1,Credit Card,RETURNED,2025-11-25 12:33:19
ORD-100743,CUST-1019,Tony Stark,Berlin,Sports & Outdoors,Hiking Backpack,24.11,1,0.0,PayPal,RETURNED,2025-04-28 02:31:02
ORD-100744,CUST-1002,Charlie Brown,Tokyo,Electronics,Laptop,334.49,1,0.1,PayPal,COMPLETED,2025-12-08 00:00:23
ORD-100745,CUST-1002,Charlie Brown,Toronto,Home & Kitchen,Vacuum Cleaner,247.01,1,0.05,Apple Pay,COMPLETED,2025-08-18 09:04:36
ORD-100746,CUST-1017,Rachel Green,San Francisco,Electronics,4K Monitor,66.78,1,0.0,Apple Pay,RETURNED,2025-08-12 00:46:26
ORD-100747,CUST-1011,Laura Croft,Sydney,Home & Kitchen,Toaster,298.9,2,0.25,PayPal,COMPLETED,2025-11-25 08:44:38
ORD-100748,CUST-1012,Michael Scott,Toronto,Electronics,Smartwatch,445.52,1,0.0,Apple Pay,COMPLETED,2025-02-23 22:16:44
ORD-100749,CUST-1000,Alice Smith,Sydney,Electronics,4K Monitor,791.36,1,0.05,Credit Card,COMPLETED,2025-07-06 03:35:50
ORD-100750,CUST-1008,Ian Malcolm,,Books,Cookbook,16.95,2,0.05,UPI / Digital Wallet,RETURNED,2025-03-29 07:18:20
ORD-100751,CUST-1019,Tony Stark,London,Sports & Outdoors,Camping Tent,155.86,2,0.15,Credit Card,COMPLETED,2025-12-18 12:31:07
ORD-100752,CUST-1017,Rachel Green,Paris,Books,Sci-Fi Novel,22.84,1,0.05,UPI / Digital Wallet,COMPLETED,2025-11-20 15:34:22
ORD-100753,CUST-1013,Nora Jones,Toronto,Clothing,Denim Jeans,115.36,3,0.1,UPI / Digital Wallet,COMPLETED,2025-07-08 23:48:02
ORD-100754,CUST-1008,Ian Malcolm,New York,Home & Kitchen,Vacuum Cleaner,104.96,5,0.05,Apple Pay,CANCELLED,2025-10-25 06:08:09
ORD-100755,CUST-1011,Laura Croft,San Francisco,Clothing,Denim Jeans,111.89,1,0.15,PayPal,COMPLETED,2025-08-20 01:19:31
ORD-100756,CUST-1000,Alice Smith,Singapore,Sports & Outdoors,Yoga Mat,209.73,2,0.25,Credit Card,COMPLETED,2025-11-01 20:01:21
ORD-100757,CUST-1015,Pam Beesly,San Francisco,Electronics,Bluetooth Speaker,106.61,2,0.05,Credit Card,COMPLETED,2025-05-14 15:45:45
ORD-100758,CUST-1008,Ian Malcolm,Paris,Home & Kitchen,Espresso Machine,301.58,2,0.2,UPI / Digital Wallet,COMPLETED,2025-04-24 20:42:23
ORD-100759,CUST-1010,Kevin Bacon,San Francisco,Home & Kitchen,Cookware Set,338.69,2,0.25,Debit Card,PENDING,2025-04-19 21:35:30
ORD-100760,CUST-1002,Charlie Brown,Paris,Sports & Outdoors,Dumbbell Set,123.84,1,0.0,Credit Card,COMPLETED,2025-02-19 05:47:54
ORD-100761,CUST-1014,Oscar Martinez,Paris,Clothing,Sneakers,17.13,1,0.1,Apple Pay,RETURNED,2025-10-11 07:33:00
ORD-100762,CUST-1001,Bob Jones,Toronto,Home & Kitchen,Vacuum Cleaner,55.89,4,0.05,Credit Card,COMPLETED,2025-11-09 01:16:09
ORD-100763,CUST-1014,Oscar Martinez,Paris,Electronics,Laptop,766.12,3,0.25,Apple Pay,CANCELLED,2025-07-26 03:24:51
ORD-100764,CUST-1006,George Clark,Paris,Home & Kitchen,Blender,88.79,3,0.0,Credit Card,CANCELLED,2025-06-27 09:12:55
ORD-100765,CUST-1018,Steve Rogers,London,Sports & Outdoors,Water Bottle,171.86,2,0.25,Apple Pay,PENDING,2025-05-10 22:45:17
ORD-100766,CUST-1008,Ian Malcolm,Berlin,Home & Kitchen,Espresso Machine,258.71,2,0.1,Credit Card,CANCELLED,2025-09-26 00:18:28
ORD-100767,CUST-1010,Kevin Bacon,Toronto,Electronics,Bluetooth Speaker,249.07,2,0.0,Credit Card,RETURNED,2025-03-24 05:48:47
ORD-100768,CUST-1017,Rachel Green,London,Electronics,Wireless Headphones,177.01,1,0.05,Debit Card,COMPLETED,2025-04-26 22:52:15
ORD-100769,CUST-1018,Steve Rogers,London,Books,Sci-Fi Novel,8.67,5,0.0,PayPal,CANCELLED,2025-04-20 05:53:16
ORD-100770,CUST-1004,Evan Wright,Toronto,Electronics,Wireless Headphones,433.75,1,0.25,Credit Card,COMPLETED,2025-07-15 00:17:33
ORD-100771,CUST-1013,Nora Jones,Tokyo,Electronics,Bluetooth Speaker,1193.19,5,0.0,Debit Card,COMPLETED,2025-05-11 00:54:31
ORD-100772,CUST-1019,Tony Stark,Berlin,Sports & Outdoors,Hiking Backpack,179.71,2,0.2,Apple Pay,COMPLETED,2025-12-02 02:00:23
ORD-100773,CUST-1008,Ian Malcolm,Tokyo,Books,Sci-Fi Novel,44.2,1,0.1,PayPal,COMPLETED,2025-10-18 20:29:29
ORD-100774,CUST-1009,Julia Roberts,San Francisco,Sports & Outdoors,Dumbbell Set,188.92,2,0.2,Apple Pay,COMPLETED,2025-09-25 09:42:39
ORD-100775,CUST-1006,George Clark,Mumbai,Clothing,Running Shoes,72.04,1,0.0,PayPal,COMPLETED,2025-08-07 17:30:09
ORD-100776,CUST-1001,Bob Jones,Paris,Books,History of Computing,8.75,4,0.25,PayPal,COMPLETED,2025-01-13 23:16:29
ORD-100777,CUST-1017,Rachel Green,Sydney,Books,Data Engineering Handbook,44.0,1,0.0,UPI / Digital Wallet,COMPLETED,2025-03-13 13:38:06
ORD-100778,CUST-1010,Kevin Bacon,Toronto,Electronics,Wireless Headphones,439.96,3,0.05,PayPal,COMPLETED,2025-12-11 09:09:40
ORD-100779,CUST-1003,Diana Prince,San Francisco,Home & Kitchen,Toaster,210.11,1,0.15,Apple Pay,COMPLETED,2025-05-12 01:47:24
ORD-100780,CUST-1010,Kevin Bacon,Paris,Home & Kitchen,Vacuum Cleaner,162.36,2,0.1,Debit Card,PENDING,2025-02-14 04:34:07
ORD-100781,CUST-1012,Michael Scott,Berlin,Books,Economics 101,30.69,3,0.25,Apple Pay,PENDING,2025-09-04 14:41:24
ORD-100782,CUST-1002,Charlie Brown,Toronto,Clothing,Denim Jeans,79.69,3,0.1,Debit Card,COMPLETED,2025-05-07 01:15:31
